IDCLI;Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
28;01/03/2024;Hawaii;SI;Fixe;Siemens Gigaset a400;0,1;5;0,5;2
16;01/03/2024;Saskatchewan;Marketing;Fixe;Logicom Nova 350;0,11;65;7,15;8
79;01/03/2024;Pays;de;VoIP;Thomson st2030;0,12;5;0,6;5
81;01/03/2024;Grand;Est;Fixe;Alcatel Versatis;0,11;75;8,25;7
54;01/03/2024;Ohio;Ventes;Mobile;Samsung Galaxy;0,09;40;3,6;4
84;01/03/2024;Texas;Juridique;Mobile;LG G4;0,11;30;3,3;6
55;01/03/2024;Alberta;RH;Mobile;Apple iPhone;0,12;65;7,8;2
18;01/03/2024;Grand;Est;VoIP;Cisco SPA 303;0,11;70;7,7;4
18;01/03/2024;Rhode;Island;Fixe;Alcatel Versatis;0,11;40;4,4;7
57;01/03/2024;Grand;Est;Fixe;Logicom Nova 350;0,09;70;6,3;8
54;01/03/2024;North;Dakota;VoIP;Thomson st2030;0,1;75;7,5;4
44;01/03/2024;Rhode;Island;Mobile;Samsung Galaxy;0,12;30;3,6;8
80;01/03/2024;Michigan;Ventes;Fixe;Logicom Nova 350;0,09;45;4,05;8
83;01/03/2024;Rhode;Island;VoIP;Thomson st3030;0,11;15;1,65;4
52;01/03/2024;Grand;Est;Fixe;Alcatel Versatis;0,1;55;5,5;7
44;01/03/2024;Ohio;Production;VoIP;Thomson st3030;0,1;50;5;10
41;01/03/2024;Pays;de;Mobile;LG G4;0,1;5;0,5;2
65;01/03/2024;Washington;Juridique;Mobile;LG G4;0,1;40;4;3
19;01/03/2024;Virginia;Production;Mobile;Samsung Galaxy;0,11;60;6,6;9
30;01/03/2024;Hauts-De-France;R&D;VoIP;Cisco SPA 303;0,1;40;4;3
51;01/03/2024;Vermont;Juridique;Fixe;Alcatel Versatis;0,09;40;3,6;9
45;01/03/2024;Colombie-Britannique;Direction;VoIP;Thomson st2030;0,1;65;6,5;8
6;01/03/2024;Écosse;Ventes;VoIP;Thomson st3030;0,12;55;6,6;10
77;01/03/2024;Ohio;Direction;Fixe;Siemens Gigaset a400;0,12;35;4,2;4
80;01/03/2024;Iowa;Production;Fixe;Alcatel Versatis;0,09;70;6,3;3
81;01/03/2024;Manitoba;Achats;Mobile;Samsung Galaxy;0,1;10;1;9
91;01/03/2024;Washington;RH;Mobile;LG G4;0,11;60;6,6;4
12;01/03/2024;Michigan;Production;Fixe;Logicom Nova 350;0,11;45;4,95;3
83;01/03/2024;Delaware;Production;Fixe;Alcatel Versatis;0,1;55;5,5;4
91;01/03/2024;Grand;Est;Fixe;Alcatel Versatis;0,09;40;3,6;3
6;01/03/2024;Bretagne;R&D;VoIP;Thomson st3030;0,1;20;2;9
2;01/03/2024;Illinois;Direction;VoIP;Cisco SPA 303;0,11;15;1,65;6
37;01/03/2024;Terre-Neuve-et-Labrador;R&D;Fixe;Logicom Nova 350;0,09;10;0,9;9
81;01/03/2024;Manitoba;Finance;Mobile;Apple iPhone;0,11;75;8,25;4
51;01/03/2024;Virginia;RH;Mobile;Apple iPhone;0,09;20;1,8;10
19;01/03/2024;Louisiana;R&D;Fixe;Siemens Gigaset a400;0,12;5;0,6;4
34;01/03/2024;Arkansas;Ventes;Mobile;Apple iPhone;0,12;20;2,4;6
54;01/03/2024;Connecticut;Marketing;VoIP;Cisco SPA 303;0,12;15;1,8;4
84;01/03/2024;Texas;Production;VoIP;Thomson st2030;0,1;45;4,5;7
5;01/03/2024;Kansas;Ventes;VoIP;Thomson st2030;0,12;10;1,2;9
82;01/03/2024;Florida;R&D;Fixe;Siemens Gigaset a400;0,11;45;4,95;7
39;01/03/2024;Hauts-De-France;Achats;Mobile;Apple iPhone;0,11;30;3,3;2
2;01/03/2024;Texas;R&D;VoIP;Cisco SPA 303;0,12;50;6;2
15;01/03/2024;Auvergne-Rhône-Alpes;R&D;VoIP;Cisco SPA 303;0,12;5;0,6;7
91;01/03/2024;Corse;Finance;VoIP;Cisco SPA 303;0,11;15;1,65;9
17;01/03/2024;Pays;de;Fixe;Logicom Nova 350;0,11;50;5,5;10
3;01/03/2024;Pennsylvania;Ventes;Fixe;Alcatel Versatis;0,12;45;5,4;9
85;01/03/2024;Auvergne-Rhône-Alpes;Juridique;Mobile;Samsung Galaxy;0,1;65;6,5;9
57;01/03/2024;Normandie;R&D;Mobile;Apple iPhone;0,09;70;6,3;2
52;01/03/2024;Bourgogne-Franche-Comté;Production;Mobile;Samsung Galaxy;0,1;45;4,5;3
45;01/03/2024;West;Virginia;VoIP;Thomson st3030;0,09;20;1,8;4
13;01/03/2024;Nouveau-Brunswick;Achats;VoIP;Thomson st3030;0,09;40;3,6;2
46;01/03/2024;Corse;RH;Fixe;Alcatel Versatis;0,11;30;3,3;4
94;01/03/2024;Nouvelle-Écosse;Ventes;Mobile;Apple iPhone;0,1;75;7,5;7
73;01/03/2024;Grand;Est;Fixe;Logicom Nova 350;0,11;35;3,85;4
19;01/03/2024;Colorado;SI;Fixe;Siemens Gigaset a400;0,09;25;2,25;7
83;01/03/2024;Hauts-De-France;Juridique;Mobile;Samsung Galaxy;0,1;30;3;2
2;01/03/2024;Nevada;Marketing;Mobile;LG G4;0,12;45;5,4;10
15;01/03/2024;Louisiana;R&D;Fixe;Alcatel Versatis;0,1;70;7;5
2;01/03/2024;Louisiana;R&D;Fixe;Logicom Nova 350;0,11;65;7,15;4
13;01/03/2024;Nouvelle-Aquitaine;R&D;Fixe;Siemens Gigaset a400;0,12;75;9;3
17;01/03/2024;Auvergne-Rhône-Alpes;Juridique;Mobile;Apple iPhone;0,1;30;3;8
91;01/03/2024;Pays;de;Fixe;Siemens Gigaset a400;0,09;35;3,15;2
73;01/03/2024;Occitanie;Achats;Mobile;Apple iPhone;0,1;10;1;2
52;01/03/2024;Arizona;Production;Fixe;Siemens Gigaset a400;0,12;50;6;2
37;01/03/2024;Auvergne-Rhône-Alpes;Marketing;VoIP;Thomson st3030;0,1;20;2;9
46;01/03/2024;Utah;Achats;VoIP;Thomson st3030;0,12;75;9;4
52;01/03/2024;Bretagne;Juridique;Fixe;Logicom Nova 350;0,1;45;4,5;4
73;01/03/2024;Nouvelle-Écosse;SI;Fixe;Logicom Nova 350;0,11;70;7,7;10
36;01/03/2024;Québec;Marketing;VoIP;Thomson st2030;0,09;60;5,4;4
12;01/03/2024;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,11;65;7,15;4
54;01/03/2024;Île-du-Prince-Édouard;R&D;Mobile;Apple iPhone;0,12;60;7,2;7
25;01/03/2024;Delaware;RH;VoIP;Thomson st3030;0,09;50;4,5;4
75;01/03/2024;Massachusetts;Achats;Fixe;Alcatel Versatis;0,09;60;5,4;4
57;01/03/2024;Grand;Est;Fixe;Logicom Nova 350;0,09;50;4,5;8
54;01/03/2024;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,1;30;3;9
34;01/03/2024;Pays;de;Mobile;Samsung Galaxy;0,1;20;2;2
78;01/03/2024;Alabama;Direction;Mobile;LG G4;0,11;70;7,7;7
82;01/03/2024;Pennsylvania;SI;VoIP;Cisco SPA 303;0,09;50;4,5;7
22;01/03/2024;Ontario;Marketing;VoIP;Cisco SPA 303;0,11;25;2,75;6
55;01/03/2024;Colorado;Ventes;Fixe;Alcatel Versatis;0,09;50;4,5;8
32;01/03/2024;Pennsylvania;Finance;Fixe;Logicom Nova 350;0,11;40;4,4;9
31;01/03/2024;Alberta;Ventes;Mobile;LG G4;0,12;70;8,4;3
77;01/03/2024;Rhode;Island;VoIP;Thomson st2030;0,11;20;2,2;2
76;01/03/2024;Territoires;du;Mobile;LG G4;0,09;25;2,25;9
81;01/03/2024;Iowa;Direction;Fixe;Alcatel Versatis;0,12;20;2,4;6
27;01/03/2024;Grand;Est;VoIP;Cisco SPA 303;0,11;70;7,7;6
1;01/03/2024;Iowa;Marketing;VoIP;Cisco SPA 303;0,11;25;2,75;8
46;01/03/2024;Kansas;Direction;Mobile;Samsung Galaxy;0,09;30;2,7;4
21;01/03/2024;Massachusetts;Ventes;Mobile;Apple iPhone;0,12;70;8,4;6
89;01/03/2024;Alabama;RH;Fixe;Alcatel Versatis;0,09;15;1,35;2
5;01/03/2024;Île-de-France;Finance;Mobile;Samsung Galaxy;0,09;45;4,05;7
45;01/03/2024;Washington;Marketing;VoIP;Cisco SPA 303;0,11;70;7,7;4
16;01/03/2024;Vermont;Marketing;VoIP;Cisco SPA 303;0,12;60;7,2;6
45;01/03/2024;Maryland;SI;VoIP;Thomson st3030;0,11;65;7,15;4
13;01/03/2024;Pennsylvania;Achats;VoIP;Thomson st3030;0,1;70;7;9
6;01/03/2024;Florida;R&D;Mobile;LG G4;0,11;55;6,05;3
2;01/03/2024;Michigan;SI;Fixe;Alcatel Versatis;0,1;35;3,5;10
38;01/03/2024;Alberta;Direction;Mobile;Apple iPhone;0,12;70;8,4;10
18;01/03/2024;Louisiana;Direction;Fixe;Alcatel Versatis;0,09;40;3,6;6
34;01/03/2024;Louisiana;R&D;VoIP;Cisco SPA 303;0,12;35;4,2;6
72;01/03/2024;New;Mexico;Mobile;Samsung Galaxy;0,1;30;3;10
35;01/03/2024;Utah;Ventes;Fixe;Siemens Gigaset a400;0,1;45;4,5;3
39;01/03/2024;Louisiana;Juridique;Mobile;Samsung Galaxy;0,11;75;8,25;6
74;01/04/2024;New;Jersey;Fixe;Alcatel Versatis;0,1;70;7;4
26;01/04/2024;Angleterre;SI;Mobile;Samsung Galaxy;0,09;45;4,05;3
7;01/04/2024;Iowa;RH;Fixe;Alcatel Versatis;0,09;10;0,9;9
32;01/04/2024;Pennsylvania;Juridique;Fixe;Siemens Gigaset a400;0,09;40;3,6;10
52;01/04/2024;Alberta;Marketing;Mobile;Apple iPhone;0,12;55;6,6;2
16;01/04/2024;Delaware;RH;VoIP;Thomson st3030;0,09;55;4,95;5
81;01/04/2024;Massachusetts;Achats;Fixe;Siemens Gigaset a400;0,11;55;6,05;2
75;01/04/2024;Utah;Marketing;Mobile;Samsung Galaxy;0,11;25;2,75;9
44;01/04/2024;Florida;Finance;Mobile;Apple iPhone;0,11;5;0,55;9
88;01/04/2024;Florida;RH;Mobile;Apple iPhone;0,11;70;7,7;7
76;01/04/2024;Florida;Juridique;Mobile;Samsung Galaxy;0,1;45;4,5;5
12;01/04/2024;Arkansas;R&D;Mobile;Samsung Galaxy;0,12;45;5,4;8
13;01/04/2024;Normandie;Production;VoIP;Cisco SPA 303;0,11;45;4,95;5
20;01/04/2024;Wyoming;R&D;Fixe;Logicom Nova 350;0,12;65;7,8;9
17;01/04/2024;Wyoming;Achats;Fixe;Siemens Gigaset a400;0,1;60;6;9
54;01/04/2024;Florida;Achats;Fixe;Alcatel Versatis;0,11;55;6,05;9
19;01/04/2024;Wyoming;RH;Fixe;Logicom Nova 350;0,1;40;4;2
38;01/04/2024;Missouri;Juridique;VoIP;Thomson st3030;0,1;20;2;2
83;01/04/2024;Maryland;Marketing;Mobile;Samsung Galaxy;0,12;50;6;2
57;01/04/2024;Hauts-De-France;SI;VoIP;Cisco SPA 303;0,1;20;2;7
17;01/04/2024;Bretagne;Juridique;VoIP;Cisco SPA 303;0,11;5;0,55;3
31;01/04/2024;Oklahoma;Achats;VoIP;Thomson st3030;0,1;55;5,5;8
19;01/04/2024;Virginia;Juridique;Fixe;Siemens Gigaset a400;0,1;10;1;8
40;01/04/2024;North;Carolina;Mobile;LG G4;0,12;40;4,8;4
78;01/04/2024;Terre-Neuve-et-Labrador;Production;Fixe;Logicom Nova 350;0,12;40;4,8;2
65;01/04/2024;Vermont;Finance;Mobile;Apple iPhone;0,09;10;0,9;9
25;01/04/2024;Florida;Direction;VoIP;Cisco SPA 303;0,11;75;8,25;9
80;01/04/2024;Colorado;Ventes;Mobile;LG G4;0,11;30;3,3;8
46;01/04/2024;Saskatchewan;Ventes;Fixe;Siemens Gigaset a400;0,1;25;2,5;9
25;01/04/2024;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,1;45;4,5;8
15;01/04/2024;Montana;SI;Mobile;Apple iPhone;0,09;25;2,25;8
73;01/04/2024;Colorado;Marketing;Fixe;Alcatel Versatis;0,11;70;7,7;2
28;01/04/2024;Normandie;Production;VoIP;Thomson st2030;0,12;15;1,8;2
56;01/04/2024;Écosse;Finance;VoIP;Cisco SPA 303;0,1;5;0,5;2
48;01/04/2024;Saskatchewan;Direction;Fixe;Alcatel Versatis;0,11;25;2,75;4
50;01/04/2024;Irlande;du;Fixe;Logicom Nova 350;0,09;10;0,9;3
82;01/04/2024;Colombie-Britannique;Achats;VoIP;Thomson st2030;0,12;20;2,4;5
46;01/04/2024;Normandie;Finance;Mobile;LG G4;0,12;5;0,6;8
73;01/04/2024;Île-du-Prince-Édouard;SI;Mobile;LG G4;0,12;35;4,2;2
19;01/04/2024;Michigan;R&D;Fixe;Alcatel Versatis;0,09;40;3,6;9
75;01/04/2024;Minnesota;Production;Mobile;LG G4;0,12;20;2,4;3
49;01/04/2024;Virginia;SI;Fixe;Alcatel Versatis;0,11;25;2,75;6
94;01/04/2024;Centre-Val;de;Mobile;Samsung Galaxy;0,11;25;2,75;2
57;01/04/2024;Ontario;R&D;VoIP;Cisco SPA 303;0,19;95;8,9;20
28;01/04/2024;Auvergne-Rhône-Alpes;Production;Mobile;Samsung Galaxy;0,09;35;3,15;8
19;01/04/2024;Louisiana;R&D;Mobile;Apple iPhone;0,09;60;5,4;2
35;01/04/2024;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,1;40;4;9
33;01/04/2024;Normandie;R&D;Fixe;Logicom Nova 350;0,1;75;7,5;9
13;01/04/2024;Colorado;Finance;Fixe;Alcatel Versatis;0,12;40;4,8;6
17;01/04/2024;Missouri;SI;Fixe;Alcatel Versatis;0,11;15;1,65;4
19;01/04/2024;Massachusetts;Ventes;Fixe;Siemens Gigaset a400;0,11;25;2,75;7
15;01/04/2024;Delaware;SI;VoIP;Thomson st3030;0,09;35;3,15;6
2;01/04/2024;Massachusetts;SI;VoIP;Thomson st3030;0,11;25;2,75;7
58;01/04/2024;Oklahoma;Ventes;Mobile;Samsung Galaxy;0,09;10;0,9;6
9;01/04/2024;New;Jersey;Fixe;Siemens Gigaset a400;0,1;10;1;5
6;01/04/2024;Auvergne-Rhône-Alpes;R&D;VoIP;Thomson st3030;0,12;60;7,2;3
87;01/04/2024;Georgia;Finance;Mobile;LG G4;0,09;50;4,5;3
19;01/04/2024;Missouri;Juridique;Fixe;Siemens Gigaset a400;0,09;70;6,3;3
19;01/04/2024;Texas;Achats;Fixe;Logicom Nova 350;0,1;55;5,5;3
37;01/04/2024;Provence-Alpes-Côte;d'Azur;Fixe;Logicom Nova 350;0,09;10;0,9;8
17;01/04/2024;Corse;Ventes;Fixe;Siemens Gigaset a400;0,1;70;7;2
5;01/04/2024;Arizona;Finance;Fixe;Alcatel Versatis;0,12;60;7,2;5
84;01/04/2024;Michigan;R&D;VoIP;Thomson st3030;0,1;30;3;9
94;01/04/2024;North;Carolina;Fixe;Logicom Nova 350;0,11;40;4,4;5
25;01/04/2024;New;Mexico;Fixe;Siemens Gigaset a400;0,09;50;4,5;4
76;01/04/2024;Michigan;SI;VoIP;Thomson st2030;0,12;5;0,6;9
78;01/04/2024;Nebraska;RH;VoIP;Thomson st3030;0,11;75;8,25;9
81;01/04/2024;North;Carolina;VoIP;Thomson st2030;0,09;10;0,9;3
57;01/04/2024;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,12;40;4,8;10
2;01/04/2024;Connecticut;RH;VoIP;Thomson st2030;0,12;70;8,4;3
21;01/04/2024;New;York;Mobile;Apple iPhone;0,09;10;0,9;4
49;01/04/2024;Centre-Val;de;Mobile;Apple iPhone;0,11;70;7,7;4
38;01/04/2024;Wisconsin;RH;VoIP;Thomson st2030;0,12;40;4,8;7
56;01/04/2024;Maryland;RH;Mobile;Apple iPhone;0,11;75;8,25;3
77;01/04/2024;Normandie;Production;Fixe;Alcatel Versatis;0,1;45;4,5;9
80;01/04/2024;Écosse;Marketing;Fixe;Alcatel Versatis;0,09;15;1,35;3
75;01/04/2024;Écosse;Achats;Fixe;Logicom Nova 350;0,12;20;2,4;10
85;01/04/2024;Arkansas;Direction;Mobile;LG G4;0,1;15;1,5;2
81;01/04/2024;Rhode;Island;Fixe;Siemens Gigaset a400;0,09;75;6,75;7
59;01/04/2024;Ontario;SI;VoIP;Cisco SPA 303;0,11;45;4,95;4
75;01/04/2024;Île-du-Prince-Édouard;RH;VoIP;Thomson st3030;0,09;5;0,45;4
57;01/04/2024;Minnesota;Production;VoIP;Thomson st3030;0,11;40;4,4;9
22;01/04/2024;Québec;Achats;Mobile;Apple iPhone;0,09;60;5,4;4
9;01/04/2024;Nouveau-Brunswick;RH;VoIP;Thomson st2030;0,11;30;3,3;6
78;01/04/2024;Minnesota;Juridique;Mobile;Samsung Galaxy;0,11;20;2,2;2
56;01/04/2024;Colorado;R&D;Fixe;Alcatel Versatis;0,11;55;6,05;4
38;01/04/2024;Colorado;Production;Mobile;Samsung Galaxy;0,09;5;0,45;10
9;01/04/2024;Ontario;Finance;Fixe;Alcatel Versatis;0,12;45;5,4;6
32;01/04/2024;South;Carolina;Fixe;Logicom Nova 350;0,11;30;3,3;3
20;01/04/2024;Indiana;Direction;Mobile;Samsung Galaxy;0,11;20;2,2;5
39;01/04/2024;Hawaii;Finance;Fixe;Siemens Gigaset a400;0,09;5;0,45;4
33;01/04/2024;Wyoming;Achats;VoIP;Cisco SPA 303;0,1;45;4,5;10
28;01/04/2024;Tennessee;RH;Mobile;Samsung Galaxy;0,12;55;6,6;5
2;01/04/2024;South;Carolina;Fixe;Logicom Nova 350;0,11;40;4,4;9
8;01/04/2024;Ontario;Direction;Mobile;Samsung Galaxy;0,11;50;5,5;9
8;01/04/2024;Colorado;Finance;Mobile;Samsung Galaxy;0,1;30;3;10
5;01/04/2024;Arkansas;Marketing;Mobile;LG G4;0,11;25;2,75;2
34;01/04/2024;Île-du-Prince-Édouard;RH;Fixe;Alcatel Versatis;0,12;5;0,6;6
19;01/04/2024;Grand;Est;Fixe;Alcatel Versatis;0,11;50;5,5;3
34;01/04/2024;Michigan;Production;Fixe;Alcatel Versatis;0,12;5;0,6;9
34;01/04/2024;Yukon;Marketing;VoIP;Cisco SPA 303;0,09;35;3,15;6
7;01/04/2024;South;Dakota;VoIP;Cisco SPA 303;0,11;45;4,95;7
15;01/04/2024;Nouvelle-Écosse;R&D;VoIP;Cisco SPA 303;0,1;5;0,5;5
84;01/04/2024;Oklahoma;SI;Fixe;Alcatel Versatis;0,1;15;1,5;3
35;01/04/2024;Louisiana;Direction;Mobile;LG G4;0,11;75;8,25;9
35;01/04/2024;Connecticut;Direction;VoIP;Thomson st3030;0,12;20;2,4;9
48;01/04/2024;Bourgogne-Franche-Comté;Achats;VoIP;Cisco SPA 303;0,09;10;0,9;7
32;01/04/2024;Nebraska;Direction;Fixe;Logicom Nova 350;0,1;60;6;3
71;01/04/2024;Vermont;Production;Fixe;Logicom Nova 350;0,1;45;4,5;7
78;01/04/2024;South;Carolina;Fixe;Alcatel Versatis;0,12;10;1,2;9
8;01/04/2024;Nouvelle-Aquitaine;Ventes;Mobile;Samsung Galaxy;0,09;75;6,75;6
28;01/04/2024;Minnesota;Production;Fixe;Siemens Gigaset a400;0,12;25;3;7
49;01/04/2024;New;York;Fixe;Alcatel Versatis;0,1;15;1,5;6
21;01/04/2024;North;Carolina;Fixe;Alcatel Versatis;0,1;20;2;8
83;01/04/2024;Ontario;Juridique;Fixe;Alcatel Versatis;0,11;45;4,95;3
67;01/05/2024;Grand;Est;Fixe;Siemens Gigaset a400;0,11;75;8,25;3
15;01/05/2024;Nouveau-Brunswick;R&D;VoIP;Cisco SPA 303;0,12;45;5,4;6
3;01/05/2024;Territoires;du;Mobile;Samsung Galaxy;0,1;20;2;7
45;01/05/2024;Nouvelle-Écosse;Production;Mobile;Samsung Galaxy;0,1;60;6;3
50;01/05/2024;Tennessee;Achats;Mobile;Apple iPhone;0,09;5;0,45;5
79;01/05/2024;Mississippi;Marketing;Mobile;Apple iPhone;0,11;10;1,1;2
70;01/05/2024;Irlande;du;Mobile;Samsung Galaxy;0,12;5;0,6;6
44;01/05/2024;Grand;Est;Mobile;Apple iPhone;0,11;25;2,75;7
73;01/05/2024;Centre-Val;de;Mobile;LG G4;0,09;60;5,4;10
76;01/05/2024;Delaware;RH;Fixe;Alcatel Versatis;0,09;15;1,35;4
33;01/05/2024;Occitanie;R&D;Mobile;LG G4;0,23;75;8,3;9
34;01/05/2024;Colorado;Direction;Fixe;Logicom Nova 350;0,1;65;6,5;5
38;01/05/2024;New;Mexico;Mobile;LG G4;0,1;75;7,5;5
52;01/05/2024;Tennessee;Direction;Mobile;LG G4;0,09;35;3,15;7
79;01/05/2024;Illinois;Direction;Mobile;LG G4;0,1;55;5,5;4
81;01/05/2024;Kansas;Marketing;Fixe;Logicom Nova 350;0,09;10;0,9;10
35;01/05/2024;Bourgogne-Franche-Comté;RH;Mobile;Apple iPhone;0,11;45;4,95;4
28;01/05/2024;Massachusetts;Marketing;Mobile;Samsung Galaxy;0,12;25;3;5
6;01/05/2024;Irlande;du;Fixe;Logicom Nova 350;0,1;65;6,5;5
94;01/05/2024;Arizona;R&D;Mobile;Apple iPhone;0,12;75;9;6
5;01/05/2024;Oklahoma;Finance;VoIP;Thomson st2030;0,12;75;9;4
76;01/05/2024;Angleterre;Achats;Mobile;Samsung Galaxy;0,12;5;0,6;4
38;01/05/2024;Yukon;Juridique;Mobile;Apple iPhone;0,12;55;6,6;10
12;01/05/2024;Arkansas;Production;Fixe;Alcatel Versatis;0,1;35;3,5;4
19;01/05/2024;Iowa;SI;VoIP;Thomson st2030;0,11;50;5,5;4
55;01/05/2024;Maryland;Production;VoIP;Thomson st2030;0,11;45;4,95;8
94;01/05/2024;Normandie;RH;Mobile;Apple iPhone;0,1;35;3,5;10
53;01/05/2024;Oklahoma;RH;Mobile;LG G4;0,09;45;4,05;3
23;01/05/2024;Bourgogne-Franche-Comté;Finance;Fixe;Alcatel Versatis;0,12;30;3,6;3
84;01/05/2024;Mississippi;RH;Mobile;LG G4;0,12;75;9;2
13;01/05/2024;Terre-Neuve-et-Labrador;Achats;VoIP;Thomson st3030;0,11;55;6,05;10
84;01/05/2024;Yukon;SI;VoIP;Thomson st3030;0,11;25;2,75;8
49;01/05/2024;Maine;RH;Mobile;LG G4;0,11;65;7,15;9
5;01/05/2024;Nouvelle-Aquitaine;Ventes;VoIP;Thomson st3030;0,09;45;4,05;9
91;01/05/2024;Vermont;Juridique;VoIP;Thomson st2030;0,09;70;6,3;3
12;01/05/2024;Washington;Marketing;Mobile;Apple iPhone;0,11;65;7,15;9
91;01/05/2024;Nunavut;Marketing;VoIP;Thomson st3030;0,12;35;4,2;9
36;01/05/2024;Hauts-De-France;Production;VoIP;Thomson st3030;0,12;20;2,4;9
93;01/05/2024;Normandie;Ventes;Mobile;LG G4;0,11;45;4,95;2
64;01/05/2024;Auvergne-Rhône-Alpes;Direction;Mobile;Apple iPhone;0,09;10;0,9;3
55;01/05/2024;Terre-Neuve-et-Labrador;Finance;VoIP;Thomson st3030;0,12;70;8,4;10
64;01/05/2024;Nunavut;R&D;Mobile;Samsung Galaxy;0,12;60;7,2;7
43;01/05/2024;Alaska;SI;Mobile;Samsung Galaxy;0,12;5;0,6;9
93;01/05/2024;Hawaii;Production;Fixe;Alcatel Versatis;0,12;10;1,2;9
2;01/05/2024;Oregon;RH;VoIP;Thomson st2030;0,12;70;8,4;4
7;01/05/2024;Arkansas;R&D;VoIP;Thomson st3030;0,09;15;1,35;3
81;01/05/2024;Manitoba;Finance;VoIP;Thomson st3030;0,1;20;2;4
46;01/05/2024;Tennessee;SI;VoIP;Cisco SPA 303;0,11;45;4,95;2
35;01/05/2024;Nunavut;Production;Mobile;Apple iPhone;0,12;35;4,2;4
24;01/05/2024;Nouvelle-Aquitaine;SI;Fixe;Logicom Nova 350;0,09;55;4,95;7
7;01/05/2024;Michigan;Direction;VoIP;Thomson st2030;0,09;30;2,7;8
93;01/05/2024;Alberta;Direction;VoIP;Thomson st3030;0,1;75;7,5;2
9;01/05/2024;New;Mexico;Mobile;Samsung Galaxy;0,09;50;4,5;6
65;01/05/2024;Bourgogne-Franche-Comté;SI;Mobile;Samsung Galaxy;0,11;55;6,05;7
28;01/05/2024;Utah;SI;VoIP;Cisco SPA 303;0,12;55;6,6;7
25;01/05/2024;Alaska;Ventes;VoIP;Cisco SPA 303;0,1;65;6,5;5
19;01/05/2024;Nebraska;Juridique;VoIP;Thomson st2030;0,1;10;1;9
91;01/05/2024;Bretagne;SI;Mobile;Apple iPhone;0,1;50;5;4
45;01/05/2024;Saskatchewan;Production;VoIP;Thomson st3030;0,09;40;3,6;5
56;01/05/2024;Kansas;Ventes;Mobile;LG G4;0,12;65;7,8;7
62;01/05/2024;Nouveau-Brunswick;Marketing;Fixe;Logicom Nova 350;0,12;45;5,4;4
54;01/05/2024;Hauts-De-France;Ventes;VoIP;Thomson st3030;0,1;20;2;6
80;01/05/2024;Idaho;Juridique;Fixe;Alcatel Versatis;0,12;55;6,6;9
18;01/05/2024;Hauts-De-France;RH;VoIP;Thomson st2030;0,12;40;4,8;6
78;01/05/2024;Vermont;RH;Fixe;Alcatel Versatis;0,11;55;6,05;10
82;01/05/2024;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,1;60;6;6
30;01/05/2024;Grand;Est;VoIP;Cisco SPA 303;0,1;75;7,5;10
64;01/05/2024;Maine;SI;Fixe;Alcatel Versatis;0,1;50;5;2
48;01/05/2024;Arizona;Achats;Fixe;Alcatel Versatis;0,09;20;1,8;5
52;01/05/2024;New;Mexico;Mobile;Apple iPhone;0,12;20;2,4;7
87;01/05/2024;Pennsylvania;Finance;Mobile;Samsung Galaxy;0,12;5;0,6;4
18;01/05/2024;Rhode;Island;VoIP;Cisco SPA 303;0,12;50;6;6
19;01/05/2024;Delaware;RH;Mobile;Samsung Galaxy;0,1;40;4;4
46;01/05/2024;West;Virginia;Mobile;LG G4;0,09;15;1,35;3
48;01/05/2024;Occitanie;R&D;Mobile;Samsung Galaxy;0,1;30;3;2
76;01/05/2024;Bourgogne-Franche-Comté;Marketing;Mobile;LG G4;0,09;5;0,45;7
76;01/05/2024;Normandie;Finance;VoIP;Cisco SPA 303;0,11;30;3,3;7
20;01/05/2024;Ontario;Direction;VoIP;Thomson st2030;0,12;35;4,2;8
52;01/05/2024;Utah;R&D;Mobile;Samsung Galaxy;0,1;35;3,5;2
32;01/05/2024;Nunavut;RH;Mobile;Apple iPhone;0,12;45;5,4;8
21;01/05/2024;Arizona;SI;VoIP;Thomson st2030;0,12;75;9;3
32;01/05/2024;California;R&D;Mobile;Samsung Galaxy;0,1;30;3;6
38;01/05/2024;Ohio;Achats;VoIP;Cisco SPA 303;0,12;65;7,8;3
31;01/05/2024;Oklahoma;Finance;Mobile;Apple iPhone;0,1;50;5;5
12;01/05/2024;Kentucky;Direction;Fixe;Alcatel Versatis;0,1;15;1,5;5
5;01/05/2024;Saskatchewan;SI;Fixe;Alcatel Versatis;0,1;65;6,5;9
85;01/05/2024;South;Carolina;Fixe;Siemens Gigaset a400;0,09;40;3,6;3
87;01/05/2024;Centre-Val;de;Fixe;Alcatel Versatis;0,09;45;4,05;8
2;01/05/2024;Bretagne;RH;Mobile;Samsung Galaxy;0,11;5;0,55;8
8;01/05/2024;North;Carolina;Fixe;Alcatel Versatis;0,12;70;8,4;5
7;01/05/2024;Normandie;Juridique;Fixe;Siemens Gigaset a400;0,12;45;5,4;8
